lead_id,rule_id,sdr_id,priority_tier,routing_method,response_time_hours,routed_at
lead_00998,rule_01,sdr_05,p3,rule_based,5.24,2026-05-18T00:00:00
lead_00999,rule_03,sdr_01,p3,rule_based,12.64,2026-05-18T00:00:00
lead_01000,rule_01,sdr_05,p1,rule_based,2.39,2026-05-18T00:00:00
lead_01001,rule_03,sdr_01,p3,rule_based,28.37,2026-05-18T00:00:00
lead_01002,rule_03,sdr_01,p2,rule_based,9.53,2026-05-18T00:00:00
lead_01003,rule_03,sdr_01,p1,rule_based,37.46,2026-05-18T00:00:00
lead_01004,rule_03,sdr_01,p3,rule_based,10.6,2026-05-18T00:00:00
lead_01005,rule_02,sdr_02,p3,rule_based,18.66,2026-05-18T00:00:00
lead_01006,rule_04,sdr_03,p3,rule_based,6.11,2026-05-18T00:00:00
lead_01007,rule_03,sdr_01,p4,rule_based,28.27,2026-05-18T00:00:00
lead_01008,rule_03,sdr_01,p2,rule_based,20.4,2026-05-18T00:00:00
lead_01009,rule_04,sdr_04,p2,rule_based,4.17,2026-05-18T00:00:00
lead_01010,rule_03,sdr_01,p1,rule_based,9.56,2026-05-18T00:00:00
lead_01011,rule_03,sdr_01,p3,rule_based,31.7,2026-05-18T00:00:00
lead_01012,rule_02,sdr_02,p4,rule_based,32.09,2026-05-19T00:00:00
lead_01013,rule_01,sdr_05,p3,rule_based,7.88,2026-05-19T00:00:00
lead_01014,rule_02,sdr_02,p3,rule_based,18.05,2026-05-19T00:00:00
lead_01015,rule_01,sdr_05,p3,rule_based,17.22,2026-05-19T00:00:00
lead_01016,rule_01,sdr_05,p2,rule_based,5.62,2026-05-19T00:00:00
lead_01017,rule_03,sdr_01,p4,rule_based,23.8,2026-05-19T00:00:00
lead_01018,rule_01,sdr_05,p2,rule_based,6.18,2026-05-19T00:00:00
lead_01019,rule_03,sdr_01,p2,rule_based,6.09,2026-05-19T00:00:00
lead_01020,rule_01,sdr_05,p4,rule_based,34.6,2026-05-19T00:00:00
lead_01021,rule_04,sdr_02,p1,rule_based,8.51,2026-05-19T00:00:00
lead_01022,rule_01,sdr_05,p1,rule_based,42.58,2026-05-19T00:00:00
lead_01023,rule_01,sdr_05,p1,rule_based,15.51,2026-05-19T00:00:00
lead_01024,rule_02,sdr_02,p1,rule_based,4.2,2026-05-19T00:00:00
lead_01025,rule_01,sdr_05,p2,rule_based,5.7,2026-05-19T00:00:00
lead_01026,rule_02,sdr_02,p4,rule_based,8.45,2026-05-19T00:00:00
lead_01027,rule_01,sdr_05,p1,rule_based,7.76,2026-05-19T00:00:00
lead_01028,rule_03,sdr_01,p3,rule_based,31.43,2026-05-19T00:00:00
lead_01029,rule_03,sdr_01,p1,rule_based,4.67,2026-05-19T00:00:00
lead_01030,rule_01,sdr_05,p4,rule_based,13.39,2026-05-19T00:00:00
lead_01031,rule_01,sdr_05,p1,rule_based,7.38,2026-05-19T00:00:00
lead_01032,rule_04,sdr_02,p3,rule_based,22.01,2026-05-19T00:00:00
lead_01033,rule_01,sdr_05,p3,rule_based,5.48,2026-05-19T00:00:00
lead_01034,rule_04,sdr_03,p2,rule_based,0.87,2026-05-19T00:00:00
lead_01035,rule_02,sdr_02,p3,rule_based,12.22,2026-05-19T00:00:00
lead_01036,rule_01,sdr_05,p3,rule_based,3.93,2026-05-19T00:00:00
lead_01037,rule_03,sdr_01,p2,rule_based,4.36,2026-05-20T00:00:00
lead_01038,rule_03,sdr_01,p3,rule_based,9.09,2026-05-20T00:00:00
lead_01039,rule_02,sdr_02,p3,rule_based,4.62,2026-05-20T00:00:00
lead_01040,rule_01,sdr_05,p4,rule_based,14.34,2026-05-20T00:00:00
lead_01041,rule_04,sdr_03,p3,rule_based,9.94,2026-05-20T00:00:00
lead_01042,rule_03,sdr_01,p1,rule_based,4.19,2026-05-20T00:00:00
lead_01043,rule_04,sdr_03,p4,rule_based,45.62,2026-05-20T00:00:00
lead_01044,rule_02,sdr_02,p3,rule_based,58.88,2026-05-20T00:00:00
lead_01045,rule_03,sdr_01,p2,rule_based,1.33,2026-05-20T00:00:00
lead_01046,rule_01,sdr_05,p4,rule_based,6.89,2026-05-20T00:00:00
lead_01047,rule_02,sdr_02,p2,rule_based,9.44,2026-05-20T00:00:00
lead_01048,rule_01,sdr_05,p2,rule_based,8.63,2026-05-20T00:00:00
lead_01049,rule_02,sdr_02,p4,rule_based,6.56,2026-05-20T00:00:00
lead_01050,rule_01,sdr_05,p2,rule_based,32.91,2026-05-20T00:00:00
lead_01051,rule_03,sdr_01,p1,rule_based,5.16,2026-05-20T00:00:00
lead_01052,rule_02,sdr_02,p3,rule_based,17.55,2026-05-20T00:00:00
lead_01053,rule_02,sdr_02,p3,rule_based,9.03,2026-05-20T00:00:00
lead_01054,rule_03,sdr_01,p3,rule_based,4.22,2026-05-20T00:00:00
lead_01055,rule_03,sdr_01,p3,rule_based,22.17,2026-05-20T00:00:00
lead_01056,rule_03,sdr_01,p3,rule_based,8.28,2026-05-20T00:00:00
lead_01057,rule_01,sdr_05,p4,rule_based,25.1,2026-05-20T00:00:00
lead_01058,rule_03,,p3,rule_based,,2026-05-20T00:00:00
lead_01059,rule_04,sdr_03,p3,rule_based,8.43,2026-05-20T00:00:00
lead_01060,rule_03,sdr_01,p1,rule_based,3.28,2026-05-21T00:00:00
lead_01061,rule_01,sdr_05,p2,rule_based,7.71,2026-05-21T00:00:00
lead_01062,rule_03,sdr_01,p3,rule_based,3.77,2026-05-21T00:00:00
lead_01063,rule_03,sdr_01,p4,rule_based,12.87,2026-05-21T00:00:00
lead_01064,rule_02,sdr_02,p3,rule_based,17.36,2026-05-21T00:00:00
lead_01065,rule_01,sdr_05,p3,rule_based,12.11,2026-05-21T00:00:00
lead_01066,rule_03,sdr_01,p3,rule_based,16.62,2026-05-21T00:00:00
lead_01067,rule_03,sdr_01,p3,rule_based,5.17,2026-05-21T00:00:00
lead_01068,rule_01,sdr_05,p2,rule_based,18.8,2026-05-21T00:00:00
lead_01069,rule_02,sdr_02,p3,rule_based,29.19,2026-05-21T00:00:00
lead_01070,rule_03,sdr_01,p2,rule_based,9.56,2026-05-21T00:00:00
lead_01071,rule_01,sdr_05,p3,rule_based,13.89,2026-05-21T00:00:00
lead_01072,rule_03,sdr_01,p3,rule_based,8.25,2026-05-21T00:00:00
lead_01073,rule_02,sdr_02,p4,rule_based,28.67,2026-05-21T00:00:00
lead_01074,rule_01,,p1,rule_based,,2026-05-21T00:00:00
lead_01075,rule_03,sdr_01,p2,rule_based,2.91,2026-05-21T00:00:00
lead_01076,rule_03,sdr_01,p2,rule_based,6.78,2026-05-21T00:00:00
lead_01077,rule_02,sdr_02,p4,rule_based,56.94,2026-05-21T00:00:00
lead_01078,rule_02,sdr_02,p3,rule_based,26.72,2026-05-21T00:00:00
lead_01079,rule_03,sdr_01,p2,rule_based,9.35,2026-05-21T00:00:00
lead_01080,rule_01,sdr_05,p1,rule_based,7.38,2026-05-21T00:00:00
lead_01081,rule_01,sdr_05,p4,rule_based,11.12,2026-05-21T00:00:00
lead_01082,rule_04,sdr_02,p3,rule_based,18.9,2026-05-21T00:00:00
lead_01083,rule_03,sdr_01,p2,rule_based,12.68,2026-05-21T00:00:00
lead_01084,rule_02,sdr_02,p4,rule_based,14.82,2026-05-21T00:00:00
lead_01085,rule_02,sdr_02,p3,rule_based,6.36,2026-05-21T00:00:00
lead_01086,rule_02,sdr_02,p4,rule_based,12.45,2026-05-22T00:00:00
lead_01087,rule_04,sdr_03,p1,rule_based,27.8,2026-05-22T00:00:00
lead_01088,rule_01,sdr_05,p3,rule_based,10.04,2026-05-22T00:00:00
lead_01089,rule_04,sdr_03,p3,rule_based,2.63,2026-05-22T00:00:00
lead_01090,rule_03,sdr_01,p3,rule_based,24.23,2026-05-22T00:00:00
lead_01091,rule_03,sdr_01,p3,rule_based,18.61,2026-05-22T00:00:00
lead_01092,rule_02,sdr_02,p2,rule_based,7.37,2026-05-22T00:00:00
lead_01093,rule_03,,p2,rule_based,,2026-05-22T00:00:00
lead_01094,rule_04,sdr_03,p3,rule_based,23.65,2026-05-22T00:00:00
lead_01095,rule_04,sdr_03,p3,rule_based,38.43,2026-05-22T00:00:00
lead_01096,rule_03,sdr_01,p3,rule_based,11.29,2026-05-22T00:00:00
lead_01097,rule_01,sdr_05,p4,rule_based,21.8,2026-05-22T00:00:00
lead_01098,rule_03,sdr_01,p1,rule_based,5.16,2026-05-22T00:00:00
lead_01099,rule_04,sdr_02,p4,rule_based,30.49,2026-05-22T00:00:00
lead_01100,rule_03,sdr_01,p2,rule_based,5.58,2026-05-22T00:00:00
lead_01101,rule_04,sdr_02,p2,rule_based,12.69,2026-05-22T00:00:00
lead_01102,rule_01,sdr_05,p3,rule_based,5.53,2026-05-22T00:00:00
lead_01103,rule_04,sdr_03,p3,rule_based,15.72,2026-05-22T00:00:00
lead_01104,rule_01,sdr_05,p3,rule_based,15.44,2026-05-22T00:00:00
lead_01105,rule_03,sdr_01,p1,rule_based,16.66,2026-05-22T00:00:00
lead_01106,rule_03,sdr_04,p1,rule_based,1.08,2026-05-22T00:00:00
lead_01107,rule_04,sdr_02,p3,rule_based,30.06,2026-05-23T00:00:00
lead_01108,rule_02,sdr_02,p4,rule_based,14.35,2026-05-23T00:00:00
lead_01109,rule_01,sdr_05,p2,rule_based,17.62,2026-05-23T00:00:00
lead_01110,rule_01,sdr_05,p1,rule_based,3.86,2026-05-23T00:00:00
lead_01111,rule_03,sdr_01,p2,rule_based,41.94,2026-05-23T00:00:00
lead_01112,rule_02,sdr_02,p2,rule_based,41.93,2026-05-23T00:00:00
lead_01113,rule_02,sdr_02,p2,rule_based,10.11,2026-05-23T00:00:00
lead_01114,rule_02,sdr_02,p3,rule_based,18.73,2026-05-23T00:00:00
lead_01115,rule_01,sdr_05,p1,rule_based,15.96,2026-05-23T00:00:00
lead_01116,rule_01,sdr_05,p1,rule_based,8.56,2026-05-23T00:00:00
lead_01117,rule_01,sdr_05,p2,rule_based,6.36,2026-05-23T00:00:00
lead_01118,rule_04,sdr_03,p3,rule_based,23.33,2026-05-23T00:00:00
lead_01119,rule_03,sdr_01,p2,rule_based,17.14,2026-05-23T00:00:00
lead_01120,rule_01,sdr_05,p3,rule_based,10.59,2026-05-23T00:00:00
lead_01121,rule_01,sdr_05,p3,rule_based,11.31,2026-05-23T00:00:00
lead_01122,rule_01,sdr_05,p1,rule_based,56.74,2026-05-23T00:00:00
lead_01123,rule_01,sdr_05,p1,rule_based,40.93,2026-05-23T00:00:00
lead_01124,rule_03,sdr_01,p2,rule_based,2.91,2026-05-23T00:00:00
lead_01125,rule_02,sdr_02,p3,rule_based,1.58,2026-05-23T00:00:00
lead_01126,rule_01,sdr_05,p3,rule_based,8.64,2026-05-23T00:00:00
lead_01127,rule_01,sdr_05,p3,rule_based,11.73,2026-05-24T00:00:00
lead_01128,rule_03,sdr_04,p3,rule_based,14.26,2026-05-24T00:00:00
lead_01129,rule_03,sdr_01,p3,rule_based,11.69,2026-05-24T00:00:00
lead_01130,rule_04,sdr_04,p3,rule_based,10.43,2026-05-24T00:00:00
lead_01131,rule_01,sdr_05,p2,rule_based,7.59,2026-05-24T00:00:00
lead_01132,rule_03,sdr_01,p1,rule_based,5.26,2026-05-24T00:00:00
lead_01133,rule_03,sdr_01,p1,rule_based,2.81,2026-05-24T00:00:00
lead_01134,rule_02,sdr_02,p3,rule_based,23.32,2026-05-24T00:00:00
lead_01135,rule_04,sdr_04,p4,rule_based,3.24,2026-05-24T00:00:00
lead_01136,rule_04,sdr_03,p3,rule_based,13.09,2026-05-24T00:00:00
lead_01137,rule_02,sdr_02,p3,rule_based,11.21,2026-05-24T00:00:00
lead_01138,rule_03,sdr_01,p1,rule_based,4.58,2026-05-24T00:00:00
lead_01139,rule_03,sdr_01,p3,rule_based,30.51,2026-05-24T00:00:00
lead_01140,rule_04,sdr_03,p2,rule_based,8.51,2026-05-24T00:00:00
lead_01141,rule_01,sdr_05,p3,rule_based,1.15,2026-05-24T00:00:00
lead_01142,rule_04,sdr_03,p3,rule_based,7.36,2026-05-24T00:00:00
lead_01143,rule_04,sdr_03,p3,rule_based,7.27,2026-05-24T00:00:00
lead_01144,rule_03,sdr_04,p2,rule_based,13.53,2026-05-24T00:00:00
lead_01145,rule_01,sdr_05,p2,rule_based,9.74,2026-05-24T00:00:00
lead_01146,rule_01,sdr_05,p4,rule_based,22.34,2026-05-24T00:00:00
lead_01147,rule_02,sdr_02,p2,rule_based,26.01,2026-05-24T00:00:00
lead_01148,rule_01,sdr_05,p1,rule_based,10.55,2026-05-24T00:00:00
lead_01149,rule_01,sdr_05,p1,rule_based,6.7,2026-05-25T00:00:00
lead_01150,rule_04,sdr_03,p2,rule_based,4.02,2026-05-25T00:00:00
lead_01151,rule_02,sdr_02,p4,rule_based,30.13,2026-05-25T00:00:00
lead_01152,rule_03,sdr_01,p3,rule_based,13.72,2026-05-25T00:00:00
lead_01153,rule_03,sdr_01,p1,rule_based,5.86,2026-05-25T00:00:00
lead_01154,rule_01,sdr_05,p1,rule_based,7.01,2026-05-25T00:00:00
lead_01155,rule_04,sdr_02,p2,rule_based,48.04,2026-05-25T00:00:00
lead_01156,rule_04,sdr_04,p2,rule_based,6.02,2026-05-25T00:00:00
lead_01157,rule_01,sdr_05,p4,rule_based,10.07,2026-05-25T00:00:00
lead_01158,rule_01,sdr_05,p3,rule_based,50.45,2026-05-25T00:00:00
lead_01159,rule_02,sdr_02,p2,rule_based,5.24,2026-05-25T00:00:00
lead_01160,rule_01,sdr_05,p1,rule_based,14.61,2026-05-25T00:00:00
lead_01161,rule_03,sdr_01,p3,rule_based,2.21,2026-05-25T00:00:00
lead_01162,rule_02,sdr_02,p4,rule_based,12.9,2026-05-25T00:00:00
lead_01163,rule_01,sdr_05,p3,rule_based,2.81,2026-05-25T00:00:00
lead_01164,rule_01,sdr_05,p4,rule_based,20.92,2026-05-25T00:00:00
lead_01165,rule_01,sdr_05,p1,rule_based,45.25,2026-05-25T00:00:00
lead_01166,rule_03,sdr_01,p1,rule_based,5.88,2026-05-25T00:00:00
lead_01167,rule_02,sdr_02,p3,rule_based,19.49,2026-05-25T00:00:00
lead_01168,rule_03,sdr_01,p2,rule_based,3.65,2026-05-25T00:00:00
lead_01169,rule_03,sdr_04,p1,rule_based,2.06,2026-05-25T00:00:00
lead_01170,rule_04,sdr_03,p4,rule_based,7.9,2026-05-25T00:00:00
lead_01171,rule_01,sdr_05,p2,rule_based,14.17,2026-05-25T00:00:00
lead_01172,rule_03,sdr_01,p2,rule_based,7.45,2026-05-25T00:00:00
lead_01173,rule_03,sdr_01,p4,rule_based,14.25,2026-05-26T00:00:00
lead_01174,rule_04,sdr_03,p4,rule_based,11.55,2026-05-26T00:00:00
lead_01175,rule_02,sdr_02,p2,rule_based,9.4,2026-05-26T00:00:00
lead_01176,rule_04,sdr_03,p3,rule_based,8.13,2026-05-26T00:00:00
lead_01177,rule_04,sdr_02,p3,rule_based,34.22,2026-05-26T00:00:00
lead_01178,rule_03,sdr_01,p3,rule_based,0.67,2026-05-26T00:00:00
lead_01179,rule_03,sdr_01,p2,rule_based,4.21,2026-05-26T00:00:00
lead_01180,rule_01,sdr_05,p4,rule_based,48.58,2026-05-26T00:00:00
lead_01181,rule_04,sdr_02,p2,rule_based,8.91,2026-05-26T00:00:00
lead_01182,rule_04,sdr_04,p3,rule_based,4.02,2026-05-26T00:00:00
lead_01183,rule_03,sdr_01,p4,rule_based,4.49,2026-05-26T00:00:00
lead_01184,rule_01,sdr_05,p1,rule_based,2.32,2026-05-26T00:00:00
lead_01185,rule_03,sdr_01,p1,rule_based,4.98,2026-05-26T00:00:00
lead_01186,rule_03,sdr_01,p1,rule_based,5.51,2026-05-26T00:00:00
lead_01187,rule_02,sdr_02,p3,rule_based,15.97,2026-05-26T00:00:00
lead_01188,rule_03,sdr_01,p3,rule_based,4.56,2026-05-26T00:00:00
lead_01189,rule_04,sdr_02,p3,rule_based,13.61,2026-05-26T00:00:00
lead_01190,rule_04,sdr_04,p2,rule_based,7.94,2026-05-26T00:00:00
lead_01191,rule_01,sdr_05,p3,rule_based,5.74,2026-05-26T00:00:00
lead_01192,rule_03,sdr_01,p3,rule_based,2.3,2026-05-26T00:00:00
lead_01193,rule_03,sdr_01,p2,rule_based,2.06,2026-05-26T00:00:00
lead_01194,rule_04,sdr_03,p3,rule_based,5.17,2026-05-26T00:00:00
lead_01195,rule_02,sdr_02,p3,rule_based,1.4,2026-05-26T00:00:00
lead_01196,rule_02,sdr_02,p3,rule_based,18.01,2026-05-26T00:00:00
lead_01197,rule_02,sdr_02,p3,rule_based,12.62,2026-05-26T00:00:00
lead_01198,rule_01,sdr_05,p2,rule_based,7.3,2026-05-27T00:00:00
lead_01199,rule_04,sdr_02,p3,rule_based,6.57,2026-05-27T00:00:00
lead_01200,rule_01,sdr_05,p3,rule_based,3.32,2026-05-27T00:00:00
lead_01201,rule_03,sdr_01,p1,rule_based,7.95,2026-05-27T00:00:00
lead_01202,rule_03,sdr_01,p1,rule_based,14.73,2026-05-27T00:00:00
lead_01203,rule_03,sdr_01,p3,rule_based,1.81,2026-05-27T00:00:00
lead_01204,rule_01,sdr_05,p2,rule_based,3.68,2026-05-27T00:00:00
lead_01205,rule_04,sdr_03,p3,rule_based,18.48,2026-05-27T00:00:00
lead_01206,rule_01,sdr_05,p2,rule_based,12.85,2026-05-27T00:00:00
lead_01207,rule_01,sdr_05,p1,rule_based,6.69,2026-05-27T00:00:00
lead_01208,rule_03,sdr_01,p2,rule_based,16.28,2026-05-27T00:00:00
lead_01209,rule_02,sdr_02,p3,rule_based,9.4,2026-05-27T00:00:00
lead_01210,rule_03,sdr_01,p3,rule_based,8.2,2026-05-27T00:00:00
lead_01211,rule_03,sdr_04,p1,rule_based,12.83,2026-05-27T00:00:00
lead_01212,rule_03,sdr_01,p3,rule_based,1.95,2026-05-27T00:00:00
lead_01213,rule_03,sdr_01,p3,rule_based,6.18,2026-05-27T00:00:00
lead_01214,rule_03,sdr_04,p2,rule_based,3.21,2026-05-27T00:00:00
lead_01215,rule_03,sdr_01,p2,rule_based,11.4,2026-05-27T00:00:00
lead_01216,rule_04,sdr_03,p2,rule_based,30.44,2026-05-27T00:00:00
lead_01217,rule_01,sdr_05,p1,rule_based,8.77,2026-05-27T00:00:00
lead_01218,rule_01,sdr_05,p1,rule_based,2.46,2026-05-27T00:00:00
lead_01219,rule_02,sdr_02,p4,rule_based,46.11,2026-05-28T00:00:00
lead_01220,rule_01,sdr_05,p2,rule_based,3.42,2026-05-28T00:00:00
lead_01221,rule_02,sdr_02,p4,rule_based,12.07,2026-05-28T00:00:00
lead_01222,rule_03,sdr_04,p4,rule_based,29.33,2026-05-28T00:00:00
lead_01223,rule_01,sdr_05,p1,rule_based,9.67,2026-05-28T00:00:00
lead_01224,rule_03,sdr_01,p2,rule_based,16.62,2026-05-28T00:00:00
lead_01225,rule_01,sdr_05,p2,rule_based,6.73,2026-05-28T00:00:00
lead_01226,rule_04,sdr_02,p3,rule_based,10.32,2026-05-28T00:00:00
lead_01227,rule_02,sdr_02,p2,rule_based,12.66,2026-05-28T00:00:00
lead_01228,rule_02,sdr_02,p2,rule_based,30.46,2026-05-28T00:00:00
lead_01229,rule_04,sdr_02,p4,rule_based,6.13,2026-05-28T00:00:00
lead_01230,rule_01,sdr_05,p3,rule_based,12.01,2026-05-28T00:00:00
lead_01231,rule_03,sdr_04,p2,rule_based,9.4,2026-05-28T00:00:00
lead_01232,rule_01,sdr_05,p2,rule_based,5.29,2026-05-28T00:00:00
lead_01233,rule_01,sdr_05,p1,rule_based,3.72,2026-05-28T00:00:00
lead_01234,rule_02,sdr_02,p4,rule_based,7.95,2026-05-28T00:00:00
lead_01235,rule_02,sdr_02,p3,rule_based,13.86,2026-05-28T00:00:00
lead_01236,rule_02,sdr_02,p1,rule_based,7.38,2026-05-28T00:00:00
lead_01237,rule_01,sdr_05,p3,rule_based,5.36,2026-05-28T00:00:00
lead_01238,rule_03,sdr_01,p2,rule_based,9.0,2026-05-28T00:00:00
lead_01239,rule_01,sdr_05,p2,rule_based,5.06,2026-05-28T00:00:00
lead_01240,rule_01,sdr_05,p1,rule_based,1.12,2026-05-28T00:00:00
lead_01241,rule_03,sdr_01,p2,rule_based,10.65,2026-05-29T00:00:00
lead_01242,rule_04,sdr_03,p3,rule_based,3.98,2026-05-29T00:00:00
lead_01243,rule_02,sdr_02,p2,rule_based,18.89,2026-05-29T00:00:00
lead_01244,rule_03,sdr_01,p4,rule_based,15.2,2026-05-29T00:00:00
lead_01245,rule_01,sdr_05,p1,rule_based,11.36,2026-05-29T00:00:00
lead_01246,rule_01,sdr_05,p2,rule_based,4.07,2026-05-29T00:00:00
lead_01247,rule_01,sdr_05,p1,rule_based,3.41,2026-05-29T00:00:00
lead_01248,rule_02,sdr_02,p3,rule_based,8.19,2026-05-29T00:00:00
lead_01249,rule_03,sdr_01,p2,rule_based,11.35,2026-05-29T00:00:00
lead_01250,rule_04,sdr_04,p3,rule_based,23.56,2026-05-29T00:00:00
lead_01251,rule_01,sdr_05,p3,rule_based,23.3,2026-05-29T00:00:00
lead_01252,rule_02,sdr_02,p3,rule_based,22.23,2026-05-29T00:00:00
lead_01253,rule_04,sdr_03,p1,rule_based,39.4,2026-05-29T00:00:00
lead_01254,rule_03,sdr_01,p3,rule_based,26.6,2026-05-29T00:00:00
lead_01255,rule_01,sdr_05,p1,rule_based,3.43,2026-05-29T00:00:00
lead_01256,rule_02,sdr_02,p4,rule_based,44.96,2026-05-29T00:00:00
lead_01257,rule_02,sdr_02,p4,rule_based,19.98,2026-05-29T00:00:00
lead_01258,rule_01,sdr_05,p3,rule_based,23.9,2026-05-29T00:00:00
lead_01259,rule_03,sdr_04,p2,rule_based,8.46,2026-05-29T00:00:00
lead_01260,rule_04,sdr_03,p2,rule_based,13.47,2026-05-29T00:00:00
lead_01261,rule_03,sdr_01,p2,rule_based,19.94,2026-05-29T00:00:00
lead_01262,rule_02,sdr_02,p2,rule_based,9.01,2026-05-30T00:00:00
lead_01263,rule_01,sdr_05,p3,rule_based,26.09,2026-05-30T00:00:00
lead_01264,rule_04,sdr_03,p2,rule_based,18.55,2026-05-30T00:00:00
lead_01265,rule_04,sdr_02,p1,rule_based,2.89,2026-05-30T00:00:00
lead_01266,rule_04,sdr_03,p3,rule_based,18.92,2026-05-30T00:00:00
lead_01267,rule_03,sdr_01,p3,rule_based,25.18,2026-05-30T00:00:00
lead_01268,rule_01,sdr_05,p2,rule_based,22.12,2026-05-30T00:00:00
lead_01269,rule_02,sdr_02,p3,rule_based,16.92,2026-05-30T00:00:00
lead_01270,rule_01,sdr_05,p2,rule_based,17.27,2026-05-30T00:00:00
lead_01271,rule_02,sdr_02,p4,rule_based,45.1,2026-05-30T00:00:00
lead_01272,rule_03,sdr_01,p3,rule_based,5.32,2026-05-30T00:00:00
lead_01273,rule_02,sdr_02,p2,rule_based,16.48,2026-05-30T00:00:00
lead_01274,rule_01,sdr_05,p1,rule_based,1.74,2026-05-30T00:00:00
lead_01275,rule_03,sdr_01,p3,rule_based,10.65,2026-05-30T00:00:00
lead_01276,rule_03,sdr_01,p1,rule_based,1.68,2026-05-30T00:00:00
lead_01277,rule_04,sdr_02,p2,rule_based,23.7,2026-05-30T00:00:00
lead_01278,rule_01,sdr_05,p1,rule_based,2.92,2026-05-30T00:00:00
lead_01279,rule_02,sdr_02,p4,rule_based,21.17,2026-05-30T00:00:00
lead_01280,rule_01,sdr_05,p3,rule_based,10.89,2026-05-30T00:00:00
lead_01281,rule_01,sdr_05,p1,rule_based,4.76,2026-05-30T00:00:00
lead_01282,rule_03,sdr_01,p2,rule_based,10.15,2026-05-30T00:00:00
lead_01283,rule_01,sdr_05,p3,rule_based,10.38,2026-05-30T00:00:00
lead_01284,rule_03,sdr_01,p4,rule_based,33.97,2026-05-30T00:00:00
lead_01285,rule_02,sdr_02,p2,rule_based,10.59,2026-05-30T00:00:00
lead_01286,rule_03,sdr_04,p2,rule_based,11.4,2026-05-30T00:00:00
lead_01287,rule_03,sdr_04,p4,rule_based,0.68,2026-05-30T00:00:00
lead_01288,rule_02,sdr_02,p2,rule_based,5.87,2026-05-30T00:00:00
lead_01289,rule_03,sdr_01,p1,rule_based,2.96,2026-05-30T00:00:00
lead_01290,rule_01,sdr_05,p2,rule_based,20.0,2026-05-30T00:00:00
lead_01291,rule_03,sdr_01,p2,rule_based,3.38,2026-05-31T00:00:00
lead_01292,rule_03,sdr_04,p2,rule_based,8.72,2026-05-31T00:00:00
lead_01293,rule_01,sdr_05,p4,rule_based,5.55,2026-05-31T00:00:00
lead_01294,rule_03,sdr_01,p4,rule_based,10.57,2026-05-31T00:00:00
lead_01295,rule_01,sdr_05,p1,rule_based,24.85,2026-05-31T00:00:00
lead_01296,rule_04,sdr_03,p4,rule_based,7.65,2026-05-31T00:00:00
lead_01297,rule_03,sdr_01,p2,rule_based,6.84,2026-05-31T00:00:00
lead_01298,rule_01,sdr_05,p1,rule_based,44.56,2026-05-31T00:00:00
lead_01299,rule_02,sdr_02,p2,rule_based,8.62,2026-05-31T00:00:00
lead_01300,rule_02,sdr_02,p3,rule_based,30.17,2026-05-31T00:00:00
lead_01301,rule_02,sdr_02,p4,rule_based,6.21,2026-05-31T00:00:00
lead_01302,rule_01,,p3,rule_based,,2026-05-31T00:00:00
lead_01303,rule_04,sdr_02,p3,rule_based,10.95,2026-05-31T00:00:00
lead_01304,rule_04,sdr_03,p3,rule_based,19.44,2026-05-31T00:00:00
lead_01305,rule_03,sdr_01,p2,rule_based,4.34,2026-05-31T00:00:00
lead_01306,rule_01,sdr_05,p1,rule_based,27.17,2026-05-31T00:00:00
lead_01307,rule_01,sdr_05,p4,rule_based,6.21,2026-05-31T00:00:00
lead_01308,rule_03,sdr_01,p3,rule_based,2.5,2026-05-31T00:00:00
lead_01309,rule_03,sdr_01,p4,rule_based,16.98,2026-05-31T00:00:00
lead_01310,rule_02,sdr_02,p3,rule_based,35.68,2026-05-31T00:00:00
lead_01311,rule_04,sdr_04,p3,rule_based,27.49,2026-06-01T00:00:00
lead_01312,rule_01,sdr_05,p1,rule_based,1.61,2026-06-01T00:00:00
lead_01313,rule_03,sdr_01,p1,rule_based,1.14,2026-06-01T00:00:00
lead_01314,rule_02,sdr_02,p3,rule_based,9.99,2026-06-01T00:00:00
lead_01315,rule_04,sdr_04,p4,rule_based,6.24,2026-06-01T00:00:00
lead_01316,rule_04,sdr_02,p3,rule_based,15.44,2026-06-01T00:00:00
lead_01317,rule_01,sdr_05,p1,rule_based,7.26,2026-06-01T00:00:00
lead_01318,rule_04,sdr_02,p3,rule_based,12.22,2026-06-01T00:00:00
lead_01319,rule_03,sdr_04,p3,rule_based,8.51,2026-06-01T00:00:00
lead_01320,rule_03,sdr_01,p3,rule_based,1.33,2026-06-01T00:00:00
lead_01321,rule_03,sdr_04,p1,rule_based,12.03,2026-06-01T00:00:00
lead_01322,rule_01,sdr_05,p1,rule_based,53.04,2026-06-01T00:00:00
lead_01323,rule_01,sdr_05,p2,rule_based,17.97,2026-06-01T00:00:00
lead_01324,rule_01,sdr_05,p3,rule_based,3.74,2026-06-01T00:00:00
lead_01325,rule_04,sdr_03,p4,rule_based,6.35,2026-06-01T00:00:00
lead_01326,rule_02,sdr_02,p3,rule_based,16.95,2026-06-01T00:00:00
lead_01327,rule_01,sdr_05,p4,rule_based,7.18,2026-06-01T00:00:00
lead_01328,rule_03,sdr_04,p3,rule_based,1.55,2026-06-01T00:00:00
lead_01329,rule_04,sdr_03,p4,rule_based,26.1,2026-06-01T00:00:00
lead_01330,rule_01,sdr_05,p3,rule_based,10.11,2026-06-01T00:00:00
